Name,Rating,Reviews,URL,Description,Location
Amitabha Stupa and Peace Park,4.7,811,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/7c/07/e8/peace-flags-at-the-stupa.jpg?w=500&h=-1&s=1,"Sedona's Amitabha Stupa and Peace Park is a must-visit destination for spiritual seekers the world over. The Buddhist Amitabha Stupa is an outdoor venue for prayer, meditation, and spiritual renewal…","Sedona, Arizona"
Boynton Canyon Trail,4.6,1062,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/0b/54/fe/view-from-boynton-canyon.jpg?w=500&h=-1&s=1,This popular hiking trail heads about three miles into a deep box canyon and includes ancient Sinaguan Indian ruins along the way.,"Sedona, Arizona"
Red Rock State Park,4.6,1625,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/a3/f1/58/red-rock-state-park.jpg?w=500&h=400&s=1,Red Rock State Park is a 286 acre nature preserve and environmental education center with stunning scenery. Trails throughout the park wind through manzanita and juniper to reach the rich banks of…,"Sedona, Arizona"
Main Street,4.0,875,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/ab/e1/97/main-street.jpg?w=500&h=400&s=1,"Have a taste of the old west at Sedona's Main Street. Along this lively street, you'll find cool art galleries, restaurants, cowboy shops, and mystics selling crystals and offering tarot card readings…","Sedona, Arizona"
Oak Creek Vista Overlook,4.6,568,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/68/7d/0f/caption.jpg?w=500&h=-1&s=1,This overlook combines a scenic view with shopping opportunities for Native American arts and crafts.,"Sedona, Arizona"
Crescent Moon Picnic Site,4.5,458,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/f8/9d/7d/take-in-the-view-of-cathedral.jpg?w=500&h=-1&s=1,"Crescent Moon sits beneath the towering Cathedral Rock, one of the most photographed scenes in the Southwest. This day use area group shelter (also known as Ramada) is as popular as it is beautiful…","Sedona, Arizona"
Little Horse Trail,4.6,342,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/3d/63/24/bell-rock-vortex-from.jpg?w=500&h=-1&s=1,"A scenic and easy riding trail that winds around Twins Buttes with the Praying Nuns, Madonna and the Chapel of the Holy Cross within easy view.","Sedona, Arizona"
Sedona Heritage Museum,4.4,216,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/63/5b/b5/photo0jpg.jpg?w=500&h=400&s=1,"The Sedona Heritage Museum presents the history of the Sedona area, from post-Civil War days to the present. Located in Jordan Historical Park, the Museum is composed of 3 historic landmark buildings…","Sedona, Arizona"
Mescal Trail,4.8,29,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/0c/22/08/caption.jpg?w=500&h=-1&s=1,Mescal Trail is a hiking trail in NW Sedona. The Mescal Trailhead is located on Long Canyon Road off Dry Creek Rd. The trailhead parking is on the east side of the road. Mescal connects east to Chuckwagon…,"Sedona, Arizona"
Renee Taylor Gallery,4.7,202,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/41/33/71/renee-taylor-gallery.jpg?w=500&h=400&s=1,"Contemporary art and jewelry gallery featuring artists Peter Skidd, Childers-West, Rick Stewart, Loet Vanderveen, Lyman Whitaker, Elli & John Milan, Nancy Ngo and many others. Jewelry lines include…","Sedona, Arizona"
Sedona Arts Center,4.6,175,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/2a/be/06/looking-from-the-left.jpg?w=500&h=-1&s=1,"GALLERY SHOP: Discover the Gallery Shop at Sedona Arts Center, representing over 100 local and regional artists—emerging talents and seasoned professionals alike. With ongoing special exhibitions, …","Sedona, Arizona"
Seven Canyons,4.2,150,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/5e/65/08/irreplaceable-real-estate.jpg?w=500&h=400&s=1,"Magnificently sited on 200-pristine acres, Seven Canyons private golf club is your premier destination for Sedona golf. Surrounded by miles of National Forest lands, Seven Canyons is in perfect harmony…","Sedona, Arizona"
Hillside Sedona,4.6,66,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/da/77/0d/captivating-scenery-while.jpg?w=500&h=-1&s=1,"Experience Hillside Sedona For all those moments. Welcome to Hillside Sedona – where the magic happens for locals and visitors! Hillside is the perfect blend of shopping, dining, and art. Picture …","Sedona, Arizona"
Sedona Chamber of Commerce,4.5,299,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/66/6a/fd/sedona-sunrise.jpg?w=500&h=400&s=1,Offers information on popular area attractions.,"Sedona, Arizona"
Gateway Cottage Wellness Center,4.9,129,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/05/fe/24/gateway-cottage-wellness.jpg?w=500&h=-1&s=1,"Gateway Cottage Wellness Center is a top-rated spa in Sedona, offering professional massage in Sedona AZ, intuitive psychic reading in Sedona, energy-based reiki healing, and sessions with a gifted…","Sedona, Arizona"
Huckaby Trail,4.5,128,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/8b/bb/42/huckaby-trail.jpg?w=500&h=400&s=1,An intermediate-level hiking and biking trail stretches 2.6 miles from Schenebly Hill Road down to Oak Creek.,"Sedona, Arizona"
Garland's Jewelry,4.8,49,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2d/4b/9c/39/store-front-of-garland.jpg?w=500&h=400&s=1,"Garland's Jewelry is family owned and operated in Sedona, Arizona. Opened in 1985 in Oak Creek Canyon, this jewelry store has gained worldwide recognition as a premier destination for authentic, handmade…","Sedona, Arizona"
Sedona's New Day Spa,4.8,884,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/92/36/98/sedona-s-new-day-spa.jpg?w=500&h=-1&s=1,"Enjoy our elegant decor, our highly trained and licensed international staff and the most luxurious and health-restoring treatments and spa products in our Sedona spa. We use refined flower oils and…","Sedona, Arizona"
Vortex Yoga Hiking In Sedona,5.0,602,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/ae/b0/e5/caption.jpg?w=500&h=-1&s=1,"Vortex Yoga Hiking In Sedona offers a unique variety of fun and compelling options which can be integrated into the yoga, hiking and magical moments experienced upon the majestic red rocks and vortex…","Sedona, Arizona"
A Spa for You Sedona Day Spas,5.0,468,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/ce/5f/52/a-spa-for-you.jpg?w=500&h=400&s=1,"Sedona's Award-winning, Premiere Boutique Day Spa offers All-inclusive, individually created massages, signature spa treatments & Japanese facial massage sessions for singles, couples and groups to…","Sedona, Arizona"
Greg Lawson Galleries - Passion for Place,4.9,30,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/90/e7/d4/greg-lawson-galleries.jpg?w=500&h=-1&s=1,"Experience the vision of naturalist/photographer Greg Lawson whose 50 years behind the lens has yielded award-winning images from across the globe. Lawson's work depicting wildlife, landscapes and…","Sedona, Arizona"
The Global Center for Christ Consciousness,5.0,11,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/b1/c3/45/entrance-and-directory.jpg?w=500&h=400&s=1,"Unity of Sedona is a New Age spiritual center, New Thought church, and energy vortex located in Sedona, one of the world’s greatest centers of spirituality. Unity of Sedona is a Spiritual Center and…","Sedona, Arizona"
Oak Creek Brewery,4.0,218,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/28/01/df/oak-creek-brewery.jpg?w=500&h=-1&s=1,"The Kraus family came to Sedona in 1993 with all their worldly goods and a dream, to brew great fresh beer the way Fred learned at the Gasthausbrauerei Hufeisen, or Horseshoe Brewery, in the picturesque…","Sedona, Arizona"
Munds Wagon Trail,4.5,46,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/41/71/ba/photo0jpg.jpg?w=500&h=-1&s=1,This region preserves many unique red geological formations.,"Sedona, Arizona"
Sedona Community Farmers Market,4.2,13,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/23/1d/0a/winter-location-at-wells.jpg?w=500&h=400&s=1,Local and Regional Producer's Market with Live Music,"Sedona, Arizona"
Honshin Fine Art,4.8,30,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/39/62/cf/honshin-s-painting-brother.jpg?w=500&h=400&s=1,"Two galleries, nine artists, and artwork for your sacred space – all located in scenic Tlaquepaque Arts Village. As an internationally recognized artist who has been painting for over 50 years, Nicholas…","Sedona, Arizona"
Lost Canyon Trail,3.8,8,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/49/5e/2c/long-canyon-trail-red.jpg?w=500&h=400&s=1,Favorite hiking trail through Arizona's scenic Red Rock country that is said to lead to a magical Indian cave.,"Sedona, Arizona"
The Melting Point,5.0,289,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/f0/e0/d3/the-melting-point.jpg?w=500&h=-1&s=1,"Featuring some of the finest glass artists from around the world, The Melting Point is Sedona’s premier glass gallery and studio space. We specialize in creating an immersive experience that connects…","Sedona, Arizona"
Namti Spa,4.6,606,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/fe/28/28/jindilli-body-glow-skin.jpg?w=500&h=400&s=1,"NAMTI Day Spa is a locally owned and operated Sedona spa since July 2000, offering high-quality Massage Therapy, Medi-Spa Natural Skin Rejuvenation Facials, European Facials, Acupuncture & Ayurveda…","Sedona, Arizona"
Uptown Massage,4.9,249,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/0f/8b/bb/a-perfect-way-to-wind.jpg?w=500&h=400&s=1,"At Uptown Massage we treat individuals, couples and groups to many therapeutic sessions including: customized massage, steamed body wraps, face and foot treatments (with fresh herbs from our garden…","Sedona, Arizona"
Vita Pura Yoga & Hiking Retreats,5.0,167,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/84/e2/7c/awesome-sunset-yoga-session.jpg?w=500&h=400&s=1,"Vita Pura Yoga offers a one-of-a-kind, uniquely Sedona experience with multi-day Yoga Hiking Retreats, 3hr Yoga Hiking Tours, and incredible Private Yoga Classes - all set amidst the stunning beauty…","Sedona, Arizona"
Goodyear Ballpark,4.4,447,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/81/1f/88/what-a-stunning-day-in.jpg?w=500&h=-1&s=1,Goodyear Ballpark is the spring training and player development home of the Cleveland Guardians and Cincinnati Reds.,"Goodyear, Arizona"
Brass Armadillo Antique Mall - Phoenix West,4.5,65,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/b0/f5/b7/20180419-172255-largejpg.jpg?w=500&h=400&s=1,"Nostalgia: A sentimental longing for the past, typically for a period or place with happy personal associations. That's exactly what you'll experience as you stroll down every aisle at the Brass Armadillo…","Goodyear, Arizona"
Golf Club of Estrella,4.2,69,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/73/0f/91/estrella-mountain-ranch.jpg?w=500&h=400&s=1,"Golf Club of Estrella, a Nicklaus Design golf course and Troon managed facility, offers a truly incredible golfing experience for golfers of all abilities. Located just 30 minutes west of downtown…","Goodyear, Arizona"
Palm Valley Golf Club,3.8,67,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/84/f0/a2/beautiful-hole.jpg?w=500&h=-1&s=1,"The Palm Valley Golf Club is a 27 hole championship layout designed by Arthur Hills and includes a full practice facility with a double-sided range, short game area, and large putting greens. It is…","Goodyear, Arizona"
Estrella Mountain Golf Course,3.5,24,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/60/11/e7/18-fairway-view.jpg?w=500&h=-1&s=1,"Tres Rios Golf Course at Estrella Mountain Park is a Red Lawrence designed, 18 hole public golf facility managed by Touchstone Golf Inc. One of Maricopa County Parks and Recreations oldest and classic…","Goodyear, Arizona"
Elevate Trampoline Park,3.3,3,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/8c/59/72/elevate-trampoline-park.jpg?w=500&h=400&s=1,"Elevate Trampoline Park is a 23,000-square-foot indoor activity center in Goodyear Arizona. From dodge ball to foam pits, there are activities for all ages.","Goodyear, Arizona"
Tonto Natural Bridge State Park,4.6,947,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/40/3a/1f/tonto-natural-bridge.jpg?w=500&h=400&s=1,Tonto Natural Bridge State Park is located in central Arizona near Payson. It is believed to be the largest natural travertine bridge in the world. The bridge stands 183 feet high over a 400-foot …,"Payson, Arizona"
Mogollon Rim,4.8,274,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/76/56/d7/mogollon-rim.jpg?w=500&h=400&s=1,"This 2,000-foot-high escarpment stretches 200 miles across central Arizona into New Mexico.While sightseeing is the favored pastime along the Rim, it also boasts a historic system of hiking and horseback…","Payson, Arizona"
Rim Country Museum,4.6,108,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/3e/ad/ff/zane-grey-s-cabin.jpg?w=500&h=400&s=1,"Located in Green Valley Park, this museum features exhibits that reflect the natural and cultural history of the greater Payson area called the ""Rim Country.""","Payson, Arizona"
Payson Visitor Center And Rim Country Regional Chamber Of Commerce,4.9,11,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/62/69/76/limited-release-elk-hoodies.jpg?w=500&h=400&s=1,We welcome you to stop by the Visitor Center and learn more about Payson and the Rim Country! Our Rim Country Chamber of Commerce and Economic Development are also located in this building.,"Payson, Arizona"
East Verde Picnic Area,4.0,1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/3e/b8/73/east-verde-river.jpg?w=500&h=400&s=1,"Seeking refuge from the summer heat, visitors flock to the forest's rivers and lakes, as well as to the calm streams and the cool shade of tall pines in the Mogollon Rim. Many opportunities for horseback…","Payson, Arizona"
Kohl's Ranch Stables,4.2,63,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/8d/62/83/the-falls.jpg?w=500&h=-1&s=1,"Horseback Rides in the Forest, Trail Rides, Adventure Rides. Horseback Riding Lessons every day on site. Rides are about one hour and twenty minutes. Riders are taken up the mountain on a beautiful…","Payson, Arizona"
Sweet Country Charm Fudge & Gifts,4.3,4,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/0a/42/e5/maple-roasted-butter.jpg?w=500&h=400&s=1,"Greetings from all of us at Sweet Country Charm Fudge & Gifts. We are a locally owned and operated Fudge, Coffee, and Gift shop in Payson, Arizona. You're invited to shop our store for Homemade Fudge…","Payson, Arizona"
Rim Country Recreation Water Rentals,5.0,42,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/fc/42/2e/brand-new-single-kayaks.jpg?w=500&h=-1&s=1,"KAYAK,STAND UP PADDLEBOARD AND CANOE RENTALS! Come and kayak, canoe or SUP on a beautiful mountain lake in Northern Arizona  (many to choose from) only just over an hour out of Phoenix, Chandler, …","Payson, Arizona"
Creekside Jeep Tours AZ - Jeep & Off Road Truck Adventures,4.7,15,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/a4/70/46/caption.jpg?w=500&h=400&s=1,"Guided 4x4 jeep and adventure truck tours of Mogollon Rim country near Payson Arizona including 7000 foot high mountain forests, lakes, creeks, wildlife and local areas of interest. Located 95 minutes…","Payson, Arizona"
